,id,Sentence,Aspect Term,Polarity,Category
5424,2574,Ingredients are organic which is a real plus for me.,Ingredients,positive,Restaurant
5262,1460,"The decor is nice, but more casual than fine dining.",decor,conflict,Restaurant
3376,1854,It won't break the bank but I also wouldnt come back for the food.,food,negative,Restaurant
1256,18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",look,positive,Laptop
3512,2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,positive,Restaurant
1250,1434,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",internet connection,negative,Laptop
5348,2461,IT IS WHAT MODERN CUISINE IS ALL ABOUT.,CUISINE,positive,Restaurant
5810,3120,"The food is good, I can't lie.",food,positive,Restaurant
4298,1916,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",atmoshere,positive,Restaurant
3284,179,"Service was prompt, friendly and great.",Service,positive,Restaurant
2933,771,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,seated,negative,Restaurant
4175,503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,positive,Restaurant
5268,2095,"Stick to dimsum, not super overpriced noodles.",dimsum,positive,Restaurant
4910,493,Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,Kosher dills,positive,Restaurant
1852,1769,The internet capabilities are also very strong and picks up signals very easily.,internet capabilities,positive,Laptop
5657,182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas,positive,Restaurant
5891,1558,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",rice,positive,Restaurant
2105,2400,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,positive,Laptop
133,1099,"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,negative,Laptop
5236,1288,The owners and employees are friendly and their pizza is fantastic.,owners,positive,Restaurant
5029,1275,Nothing better than buying a snapple for $3.25 too.,snapple,positive,Restaurant
928,1604,"I picked it out because it was inexpensive ($400) and I thought it would be a good, easy to use first laptop.",use,positive,Laptop
823,2902,"I have found also, it is very easy to be able to access wireless internet access;",wireless internet access,positive,Laptop
5491,188,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food quality,negative,Restaurant
1531,1457,  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,negative,Laptop
1214,2959,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",programs,positive,Laptop
504,2290,"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",dock,positive,Laptop
4285,2247,In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,positive,Restaurant
1996,2880,So we exchanged it for the same on and after 2 hours it didn't work.,work,negative,Laptop
3072,272,Pair you food with the excellent beers on tap or their well priced wine list.,beers on tap,positive,Restaurant
1958,2482,"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen,positive,Laptop
1384,411,Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,negative,Laptop
894,937,  I was also able to install and use my Photoshop and AfterEffects programs easily.,AfterEffects programs,positive,Laptop
4924,1846,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",mayonaisse,negative,Restaurant
455,744,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,boot,negative,Laptop
5603,2580,"If it isn't for the food (A+++), it must be the service or the ambience.",ambience,positive,Restaurant
3709,408,The rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration,positive,Restaurant
6040,1735,I can't believe people complain about no cheese sticks?,cheese sticks,neutral,Restaurant
4849,1318,"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",place,negative,Restaurant
4748,3139,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",brunch,neutral,Restaurant
4268,828,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",reservation,positive,Restaurant
3522,1930,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",dessert,neutral,Restaurant
4134,2647,Patroon features a nice cigar bar and has great staff.,cigar bar,positive,Restaurant
3602,438,They pray to their Food Gods to make them into a good pizza like VT's.,pizza,negative,Restaurant
713,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",GarageBand,positive,Laptop
4186,1424,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake,positive,Restaurant
2214,2711,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",applications,positive,Laptop
5301,1970,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,butter,negative,Restaurant
2923,3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,prix fixe,neutral,Restaurant
1810,2537,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,carry,neutral,Laptop
3486,685,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood,positive,Restaurant
3141,3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,neutral,Restaurant
1827,838,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard,neutral,Laptop
1155,2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic jack,negative,Laptop
1324,1028,Or the cursor would show up some place else.,cursor,negative,Laptop
4312,1947,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,positive,Restaurant
510,2510,"Waiting for the i7 was well worth it, great value for the price.",i7,positive,Laptop
1680,1310,"Even doing so, the hinge may just be slightly tightened only.",hinge,neutral,Laptop
499,2128,I liked the aluminum body.,aluminum body,positive,Laptop
5482,928,I care more about the food and ambience.,food,neutral,Restaurant
1856,27,The ease of set up was terrific.,set up,positive,Laptop
1388,1071,"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs,positive,Laptop
3719,991,"For the location, the prices are very reasonable.",prices,positive,Restaurant
2386,3534,"All the money went into the interior decoration, none of it went to the chefs.",chefs,negative,Restaurant
3236,2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,positive,Restaurant
1540,2121,They also use two totally different operating systems.,operating systems,neutral,Laptop
1217,1194,"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.",Safari,neutral,Laptop
2681,2201,bottles of wine are cheap and good.,bottles of wine,positive,Restaurant
2993,1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",waiter,positive,Restaurant
1191,1329,The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece,positive,Laptop
5293,1061,Service is fast and friendly.,Service,positive,Restaurant
1542,2107,I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,portability,conflict,Laptop
3301,1185,It's a great place to pick up a cheap lunch or dinner.,lunch,positive,Restaurant
3324,257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral,Restaurant
2539,1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,positive,Restaurant
953,1651,And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,warranty,positive,Laptop
4846,2026,"Butter was melted, white wine warm, cheese oozing everywhere.",cheese,negative,Restaurant
4330,2115,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,negative,Restaurant
732,2086,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,resolution,negative,Laptop
6042,777,"From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",dim sum,positive,Restaurant
1156,2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,neutral,Laptop
5602,2580,"If it isn't for the food (A+++), it must be the service or the ambience.",service,positive,Restaurant
3294,499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",beer,positive,Restaurant
2982,178,The waitress was very patient with us and the food is phenomenal!,waitress,positive,Restaurant
5305,186,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",ambience,positive,Restaurant
5161,957,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",brassiere food,positive,Restaurant
2156,697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,positive,Laptop
1062,2978,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,usb port wires,neutral,Laptop
2616,1918,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,positive,Restaurant
1167,2487,"It is fast booting up , shutting down, and connection with the internet.",shutting down,positive,Laptop
3222,2189,"Service is not exactly five star, but thats not really a big deal.",Service,conflict,Restaurant
3636,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",presentaion,negative,Restaurant
2938,3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",prices,positive,Restaurant
4491,1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,butter,positive,Restaurant
3140,924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,room,positive,Restaurant
4980,3585,I had a huge pastrami sandwich on a roll.,pastrami sandwich,positive,Restaurant
143,156,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",cooling system,negative,Laptop
3577,309,"Friendly and informative staff, very attentive and prompt raw bar service.",staff,positive,Restaurant
4946,3688,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bartender,neutral,Restaurant
2782,152,Quick and friendly service.,service,positive,Restaurant
717,1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",software,neutral,Laptop
1819,1558,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",starts,positive,Laptop
2502,856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",fish dishes,positive,Restaurant
4360,939,The food was authentic.,food,positive,Restaurant
4171,2239,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,positive,Restaurant
395,1040,Maximum sound isn't nearly as loud as it should be.,Maximum sound,negative,Laptop
5846,3266,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",seafood,positive,Restaurant
4492,3001,The staff is courteous and friendly.,staff,positive,Restaurant
1365,313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",presentations,neutral,Laptop
5508,363,"great wine list (italian), good food, service was INITIALLY fine.",food,positive,Restaurant
595,2075,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,features,positive,Laptop
3952,4,"Great for groups, great for a date, great for early brunch or a nightcap.",nightcap,positive,Restaurant
5392,974,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Pho,positive,Restaurant
4968,2754,Price and quality of fish alone will keep us from making a return visit.,quality,negative,Restaurant
2914,1125,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",music,conflict,Restaurant
2326,908,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",screen,negative,Laptop
3766,3454,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,neutral,Restaurant
3440,3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,neutral,Restaurant
3851,3084,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",indian appetizers,positive,Restaurant
4132,2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor,negative,Restaurant
5544,2399,They are served with a free appetizer and the portions are perfect for lunch.,served,neutral,Restaurant
2143,2602,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense,negative,Laptop
5872,2400,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,green salad,positive,Restaurant
5073,2228,"Sure, the setting is nice.",setting,positive,Restaurant
1571,1564,The display is awesome.,display,positive,Laptop
4079,1344,A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,positive,Restaurant
1122,1887,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",speaker grill,negative,Laptop
2786,2486,"The noise level was unbearable, conversation impossible.",noise level,negative,Restaurant
2967,3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood,positive,Restaurant
2504,856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",kitchen,positive,Restaurant
3465,1021,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,crowds,negative,Restaurant
675,214,Keyboard good sized and wasy to use.,use,positive,Laptop
2808,504,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",food,positive,Restaurant
3348,1609,Service was quick.,Service,positive,Restaurant
728,1739,Design: very durable.,Design,positive,Laptop
412,2974,It runs very quiet too which is a plus.,runs,positive,Laptop
3146,2217,I would definitely recommend SEA if you like thai cuisine!,thai cuisine,positive,Restaurant
1516,2239,"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price,positive,Laptop
825,652,"It was a great laptop, ran great and was really fast.",ran,positive,Laptop
3267,1940,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",jazz brunch,positive,Restaurant
3974,2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive,Restaurant
616,2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",navigating,positive,Laptop
114,331,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",web browsing,neutral,Laptop
417,2141,"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",life,positive,Laptop
3069,932,It took them 25 minutes to bring our appetizer.,appetizer,neutral,Restaurant
1625,822,"  Also, I have had alot of trouble with the shift key to go to other lines.",shift key,negative,Laptop
5990,3044,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",chicken with black bean sauce,neutral,Restaurant
4185,2079,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,positive,Restaurant
2896,3669,"Please if your thinking about it go, and stay the wait you won't be disappointed.",wait,negative,Restaurant
5647,2474,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish,negative,Restaurant
2082,2417,Even though the computer is larger they did not make the keyboard larger.,keyboard,negative,Laptop
753,2362,"Quality Display  I love HP,, it's the only computer/printer we will buy.",Quality Display,positive,Laptop
2546,2385,I've been coming here as a child and always come back for the taste.,taste,positive,Restaurant
3969,835,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food,conflict,Restaurant
3373,2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,tables,positive,Restaurant
4107,3555,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",spicy ethnic foods,positive,Restaurant
2444,2911,"Great food, good size menu, great service and an unpretensious setting.",service,positive,Restaurant
4380,271,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,positive,Restaurant
1066,209,Connecting to my wireless router via built-in wireless took no time at all.,built-in wireless,positive,Laptop
3913,1576,This place must have cost the owners afortune to build.,cost,negative,Restaurant
5287,1771,"believe us, we've been eating sushi for over 15 yrs.",sushi,neutral,Restaurant
5387,649,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",place,positive,Restaurant
3498,2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,neutral,Restaurant
2738,1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,negative,Restaurant
5052,1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",fried tofu,negative,Restaurant
4000,845,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,positive,Restaurant
1568,831,  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,Vista,negative,Laptop
2427,2783,This is a consistently great place to dine for lunch or dinner.,lunch,neutral,Restaurant
3746,3643,"Always a nice crowd, but never loud.",crowd,positive,Restaurant
5606,722,"I like the ambience, it's very dark and original.",ambience,positive,Restaurant
1687,1783,"It is easy to use, has great screen quality, and every so light weight.",use,positive,Laptop
851,2506,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",programs,positive,Laptop
3546,1312,The two star chefs left quite some time ago to open their own place.,chefs,neutral,Restaurant
895,555,It's perfect for everything and runs faster than an average pc!,runs,positive,Laptop
4592,303,"I have been here a few times for dinner, once for brunch and twice for lunch.",dinner,neutral,Restaurant
335,2843,I am enjoying it and the quality it provides is great!,quality,positive,Laptop
2839,2392,"Spice is great Thai food, love the inexpensive appetizers.",appetizers,positive,Restaurant
3087,1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",lamb,positive,Restaurant
4611,184,"The kitchen however, is almost always slow.",kitchen,negative,Restaurant
1348,374,"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,positive,Laptop
1015,41,"Also, the space bar makes a noisy click every time you use it.",space bar,negative,Laptop
2816,1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,tuna sandwich,negative,Restaurant
1631,2247,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,Microsoft Office,neutral,Laptop
2489,3423,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,positive,Restaurant
3730,550,"We have been to this place many times, and always have great food, wine, and service.",service,positive,Restaurant
3251,3144,I had to share my table with a loud group of kids and the service was rude an unattentive.,service,negative,Restaurant
5719,2109,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",area,negative,Restaurant
2070,1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size,positive,Laptop
4452,1664,Service was slow had to wait to order and get food although not crowded.,Service,negative,Restaurant
5908,1540,They showed up 15 minutes after the tuna melt.,tuna,positive,Restaurant
5408,164,The entire place and the treatment we received felt as a conveyor belt.,place,negative,Restaurant
1635,945,  Again I sent it back and they replaced the motherboard and some fan inside.,motherboard,neutral,Laptop
4646,2104,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",tables,positive,Restaurant
2479,2977,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",French food,positive,Restaurant
2265,811,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,SERVICE FACILITY,negative,Laptop
2959,2397,I have been to spice three times- twice during lunch and once at dinner.,lunch,neutral,Restaurant
5323,1683,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive,Restaurant
5718,2109,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",atmosphere,conflict,Restaurant
3059,201,"Anyway, the food is good, the price is right and they have a decent wine list.",food,positive,Restaurant
5053,1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",potato,negative,Restaurant
2141,1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Pages,neutral,Laptop
5104,1456,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",prices,positive,Restaurant
3118,2893,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",staff,positive,Restaurant
5188,2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,Cakebread Cabernet,positive,Restaurant
5710,2256,There's something smooth about sipping sake upper east side style.,sake,positive,Restaurant
4045,472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",manager,negative,Restaurant
3356,1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,positive,Restaurant
2744,323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",Chilean Sea Bass,negative,Restaurant
5092,471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken with portobello mushrooms,negative,Restaurant
3506,3169,Also a little more expensive than your average bagel place.,bagel,neutral,Restaurant
1679,494,"It had a seventeen inch screen which I wanted, but I didn't realize at the time it would be such a monster!",seventeen inch screen,conflict,Laptop
4249,1470,But the pizza is way to expensive.,pizza,negative,Restaurant
3147,78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,positive,Restaurant
2294,1415,"In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.",sized,neutral,Laptop
580,640,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,hard drive,neutral,Laptop
1470,1487,"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,positive,Laptop
4799,3056,"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,positive,Restaurant
4070,3318,I would highly recommand requesting a table by the window.,table by the window,positive,Restaurant
5308,2127,Terrific menu full of unique rolls and special dishes.,rolls,positive,Restaurant
3343,2211,And the Tom Kha soup was pathetic.,Tom Kha soup,negative,Restaurant
4992,713,"Besides, when you have bad service, that's less money you have to tip.",money,negative,Restaurant
4583,2415,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",setting,positive,Restaurant
3672,1434,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",Chinese food,neutral,Restaurant
559,1064,"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Launch Manager,neutral,Laptop
5237,1288,The owners and employees are friendly and their pizza is fantastic.,employees,positive,Restaurant
5215,3302,The staff offers impeccable service.,service,positive,Restaurant
2849,1843,The establishment scores big points in presentation and style.,establishment,positive,Restaurant
512,2785,"Also, the extended warranty was a problem.",extended warranty,negative,Laptop
4729,741,The tuna and wasabe potatoes are excellent.,tuna,positive,Restaurant
1081,3077,For those that care about noise this thing doesn't really make any;,noise,positive,Laptop
1664,207,Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,shortcuts,neutral,Laptop
1012,2015,It had some kind of pre installed software update that completely shut the computer down when you clicked it.,pre installed software update,negative,Laptop
1931,2689,"I dislike the weight and size, cubersome.",size,negative,Laptop
1150,2577,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,battery life,neutral,Laptop
2838,2392,"Spice is great Thai food, love the inexpensive appetizers.",Thai food,positive,Restaurant
116,1057,"Acer has set me up with FREE recovery discs, when they are available since I asked.",recovery discs,positive,Laptop
740,851,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,negative,Laptop
5809,2807,This place is the most Japanese it can ever get.,place,positive,Restaurant
5177,979,The service is descent even when this small place is packed.,service,positive,Restaurant
3675,1050,"Not only is the cuisine the best around, the service has always been attentive and charming.",service,positive,Restaurant
830,1748,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,negative,Laptop
119,1718,I eventually did the migration from my iMac backup disc which uses USB.,USB,neutral,Laptop
4752,1002,"The view is spectacular, and the food is great.",view,positive,Restaurant
5775,3254,I have eaten there 3-4 times and the food was always good.,food,positive,Restaurant
5861,1170,I go back in line like three times on average until I can't walk anymore.,line,negative,Restaurant
5979,629,The place's decor and hidden bathrooms made for a good laugh.,bathrooms,positive,Restaurant
635,1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,negative,Laptop
4465,2154,They are the best bagels I've had.,bagels,positive,Restaurant
4364,1714,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dish,positive,Restaurant
4142,837,Why do people rave about the ambience.,ambience,negative,Restaurant
991,648,Moral of the story:-Do not buy anything from companies that do not respect their customers.,companies,negative,Laptop
876,1538,"The design is awesome, quality is unprecedented.",design,positive,Laptop
4869,2016,We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,neutral,Restaurant
5315,328,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",place,positive,Restaurant
5222,2404,"The place is sleek, modern and playfull and i will return again frequently.",place,positive,Restaurant
4,1316,"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team, which is the retail shop which I bought my netbook from.",tech guy,neutral,Laptop
3051,3575,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter,neutral,Restaurant
3124,2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",served,negative,Restaurant
2660,3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,Restaurant
2491,2274,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",Spider Roll,conflict,Restaurant
5173,3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,three course meal,positive,Restaurant
3854,3033,The Singapore Mai Fun had NO curry flavor whatsoever.,curry flavor,negative,Restaurant
